Image,Features
03531_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06807_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00778_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10834_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04463_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13552_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07905_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09274_00_rendered.png,[0.        0.        0.        ... 0.3114034 0.        0.       ]
02433_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11682_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14400_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11936_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00857_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05561_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05681_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11562_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00403_00_rendered.png,[0.         0.         0.         ... 0.23895162 0.5588763  0.        ]
02867_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07551_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09194_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13098_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12101_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11348_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00229_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03060_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08993_00_rendered.png,[0.        0.        0.        ... 0.8523444 0.        0.       ]
06102_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03380_00_rendered.png,[0.        0.        0.        ... 0.        1.2453811 0.       ]
10131_00_rendered.png,[0.         0.         0.         ... 0.         0.18389082 0.        ]
13378_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02219_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01050_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07000_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04249_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02282_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06199_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00152_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14151_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05030_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06279_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08908_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13003_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02162_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09891_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05204_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00086_00_rendered.png,[0.       0.       0.       ... 0.       1.534816 0.      ]
08488_00_rendered.png,[0.         0.         0.         ... 0.48223102 0.05802834 0.        ]
02356_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09511_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13237_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07234_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09945_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08768_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00366_00_rendered.png,[0.         0.         0.         ... 0.         0.88088083 0.        ]
11207_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14085_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01264_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10305_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04306_00_rendered.png,[0.         0.         0.         ... 0.         0.07248187 0.        ]
01184_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08413_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12335_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07346_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09837_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09783_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05096_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11375_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00214_00_rendered.png,[0.         0.         0.         ... 0.         0.20091915 0.        ]
14217_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05376_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13345_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09463_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02224_00_rendered.png,[0.         0.         0.         ... 0.         0.02667916 0.        ]
04274_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12247_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03326_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08561_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06244_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08935_00_rendered.png,[0.         0.         0.         ... 0.45073187 0.01575446 0.        ]
08681_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04194_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10277_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09718_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01316_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12393_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06070_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05239_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01122_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10043_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04040_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09978_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06390_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08755_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12073_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05142_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14023_00_rendered.png,[0.         0.         0.         ... 0.         0.51683736 0.        ]
03189_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07292_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09657_00_rendered.png,[0.         0.         0.         ... 0.         0.41235948 0.        ]
01259_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02010_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13171_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10338_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13291_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07172_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03269_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11141_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12308_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08397_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00799_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06752_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13528_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10761_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01600_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02449_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04482_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04762_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10481_00_rendered.png,[0.         0.         0.         ... 1.0362619  0.12860739 0.        ]
11518_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12751_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03630_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00479_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08077_00_rendered.png,[0.        0.        0.        ... 0.        1.7827613 0.       ]
05660_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11583_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13653_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09175_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02732_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09295_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04419_00_rendered.png,[0.       0.       0.       ... 1.600917 0.       0.      ]
07650_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11663_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00702_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07464_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13833_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04999_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05800_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08138_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11457_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00962_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14535_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09341_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07830_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02506_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13467_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07784_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04556_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01860_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08243_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06932_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12565_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11898_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06686_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06566_00_rendered.png,[0.        0.        0.        ... 0.        1.2719779 0.       ]
03850_00_rendered.png,[0.        0.        0.        ... 0.        2.3033597 0.       ]
12931_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12685_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01434_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04902_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10555_00_rendered.png,[0.         0.         0.         ... 0.         0.47920084 0.        ]
11971_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05526_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00810_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01989_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13515_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02474_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09233_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07942_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02794_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13941_00_rendered.png,[0.         0.         0.         ... 0.         0.20351803 0.        ]
07516_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00444_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05972_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12843_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06414_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10427_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01546_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10873_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01912_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04424_00_rendered.png,[0.         0.         0.         ... 0.42516112 0.21271503 0.        ]
12417_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08331_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06840_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03576_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01492_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07459_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04610_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03742_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12623_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12997_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05789_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06620_00_rendered.png,[0.        0.        0.        ... 0.        0.7270324 0.       ]
06994_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01772_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10613_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07722_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07896_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14593_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00670_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03439_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12558_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11711_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00590_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05712_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09007_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10568_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13721_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13895_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09999_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01223_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10342_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05138_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12092_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03213_00_rendered.png,[0.         0.         0.         ... 0.         0.02437425 0.        ]
08454_00_rendered.png,[0.         0.         0.         ... 0.62673783 0.00713861 0.        ]
12372_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06091_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04341_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07108_00_rendered.png,[0.         0.         0.         ... 0.         0.36321473 0.        ]
01158_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09556_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10039_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05243_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00321_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12009_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09902_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07273_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13190_00_rendered.png,[0.        0.        0.        ... 0.        0.7718885 0.       ]
11074_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00115_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05397_00_rendered.png,[0.         0.         0.         ... 0.         0.13979137 0.        ]
07047_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13044_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09762_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02125_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14116_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05077_00_rendered.png,[0.         0.         0.         ... 0.         0.39299178 0.        ]
11394_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12146_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03027_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08660_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10176_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01017_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09419_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04295_00_rendered.png,[0.        0.        0.        ... 0.8036344 1.8090186 0.       ]
08580_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06145_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02057_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00387_00_rendered.png,[0.        0.        0.        ... 0.        0.7897873 0.       ]
14064_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08469_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11106_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07135_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01165_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10004_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06037_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08712_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03155_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12034_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01285_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04007_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12200_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11049_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00128_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08526_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04233_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13399_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10230_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01351_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08972_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06203_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11332_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00253_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06298_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02183_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04148_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02263_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14250_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05331_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06178_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14257_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05336_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13305_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09423_00_rendered.png,[0.         0.         0.         ... 0.3101883  0.08736539 0.        ]
02264_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09877_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07306_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11335_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03086_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08975_00_rendered.png,[0.        0.        0.        ... 0.        0.1935432 0.       ]
06204_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10237_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09758_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01356_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12207_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08521_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01282_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04000_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09938_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07249_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03152_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08715_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12033_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05199_00_rendered.png,[0.         0.         0.         ... 0.         0.78945184 0.        ]
06030_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05279_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14318_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01162_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10003_00_rendered.png,[0.        0.        0.        ... 1.4120978 0.6431813 0.       ]
10098_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03229_00_rendered.png,[0.       0.       0.       ... 0.       2.498322 0.      ]
11101_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12348_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00380_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05102_00_rendered.png,[0.         0.         0.         ... 0.         0.18655992 0.        ]
14063_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09617_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01219_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02050_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13131_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10378_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00189_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08587_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06142_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01010_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04292_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04172_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10291_00_rendered.png,[0.         0.         0.         ... 1.0678674  0.65405416 0.        ]
12141_00_rendered.png,[0.        0.        0.        ... 0.        1.7073617 0.       ]
11308_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08667_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00269_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03020_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14111_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05070_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08948_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06239_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11393_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02122_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09765_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07040_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04209_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09905_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07274_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13197_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08728_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11247_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14325_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02316_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09551_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13277_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04346_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08453_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03214_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12375_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08807_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06376_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12095_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01224_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10345_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09000_00_rendered.png,[0.         0.         0.         ... 0.         0.17711544 0.        ]
04938_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02647_00_rendered.png,[0.        0.        0.        ... 3.8328109 4.399473  0.       ]
13726_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13892_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00597_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05715_00_rendered.png,[0.        0.        0.        ... 1.7257656 1.2096059 0.       ]
14594_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08279_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00677_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06908_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11716_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07725_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01775_00_rendered.png,[0.         0.         0.         ... 0.         0.12314236 0.        ]
10614_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06627_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00958_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11839_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06993_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12990_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01495_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02968_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04617_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13809_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12410_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03571_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08336_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00738_00_rendered.png,[0.        0.        0.        ... 2.0022197 0.        0.       ]
06847_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04423_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01915_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13669_00_rendered.png,[0.        0.        0.        ... 0.        0.7606795 0.       ]
10420_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01541_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04877_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02708_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03691_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12844_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03925_00_rendered.png,[0.       0.       0.       ... 0.       1.079283 0.      ]
11522_00_rendered.png,[0.        0.        0.        ... 0.        0.1210084 0.       ]
05975_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00443_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13946_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02827_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04758_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07511_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13512_00_rendered.png,[0.        0.        0.        ... 0.6362668 0.        0.       ]
09234_00_rendered.png,[0.       0.       0.       ... 0.       2.009153 0.      ]
11976_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00817_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05521_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04905_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05728_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06561_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
